epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1649955157356,2022-04-14T18.52.37.356,0.000,-0.549,-0.915,-0.244
1649955157365,2022-04-14T18.52.37.365,0.009,-0.793,-0.305,0.976
1649955157375,2022-04-14T18.52.37.375,0.019,0.122,-0.305,0.122
1649955157385,2022-04-14T18.52.37.385,0.029,0.610,0.122,0.122
1649955157396,2022-04-14T18.52.37.396,0.040,1.280,-0.488,-0.122
1649955157406,2022-04-14T18.52.37.406,0.050,1.402,-0.793,-0.549
1649955157416,2022-04-14T18.52.37.416,0.060,0.549,-0.671,-0.671
1649955157427,2022-04-14T18.52.37.427,0.071,-0.244,-0.610,-0.488
1649955157435,2022-04-14T18.52.37.435,0.079,-0.549,-0.671,-0.366
1649955157446,2022-04-14T18.52.37.446,0.090,-0.549,-0.854,-0.488
1649955157456,2022-04-14T18.52.37.456,0.100,-0.549,-0.732,-0.366
1649955157466,2022-04-14T18.52.37.466,0.110,-0.915,-0.671,-0.122
1649955157476,2022-04-14T18.52.37.476,0.120,-0.793,-0.671,0.000
1649955157487,2022-04-14T18.52.37.487,0.131,-0.061,-0.488,0.122
1649955157495,2022-04-14T18.52.37.495,0.139,1.098,-0.366,-0.061
1649955157506,2022-04-14T18.52.37.506,0.150,1.585,-0.488,-0.305
1649955157516,2022-04-14T18.52.37.516,0.160,1.280,-0.488,-0.488
1649955157526,2022-04-14T18.52.37.526,0.170,0.976,-0.610,-0.732
1649955157536,2022-04-14T18.52.37.536,0.180,0.366,-0.854,-0.976
1649955157547,2022-04-14T18.52.37.547,0.191,-0.427,-0.915,-1.098
1649955157557,2022-04-14T18.52.37.557,0.201,-1.220,-1.159,-1.098
1649955157566,2022-04-14T18.52.37.566,0.210,-1.524,-1.220,-1.037
1649955157576,2022-04-14T18.52.37.576,0.220,-1.829,-0.854,-0.915
1649955157586,2022-04-14T18.52.37.586,0.230,-1.524,-0.549,-0.610
1649955157596,2022-04-14T18.52.37.596,0.240,-1.037,-0.244,-0.427
1649955157607,2022-04-14T18.52.37.607,0.251,-0.549,-0.244,-0.183
1649955157617,2022-04-14T18.52.37.617,0.261,0.183,-0.183,-0.061
1649955157627,2022-04-14T18.52.37.627,0.271,0.610,0.061,0.000
1649955157636,2022-04-14T18.52.37.636,0.280,0.732,0.183,0.000
1649955157646,2022-04-14T18.52.37.646,0.290,0.427,0.000,-0.122
1649955157656,2022-04-14T18.52.37.656,0.300,-0.061,-0.366,-0.427
1649955157667,2022-04-14T18.52.37.667,0.311,-0.183,-0.488,-0.549
1649955157677,2022-04-14T18.52.37.677,0.321,-0.183,-0.610,-0.671
1649955157687,2022-04-14T18.52.37.687,0.331,-0.366,-0.915,-0.610
1649955157697,2022-04-14T18.52.37.697,0.341,-1.098,-1.098,-0.488
1649955157706,2022-04-14T18.52.37.706,0.350,-1.463,-1.220,-0.244
1649955157717,2022-04-14T18.52.37.717,0.361,-0.915,-1.098,0.000
1649955157727,2022-04-14T18.52.37.727,0.371,-0.366,-0.793,0.183
1649955157737,2022-04-14T18.52.37.737,0.381,0.061,-0.610,0.244
1649955157747,2022-04-14T18.52.37.747,0.391,0.000,-0.671,0.183
1649955157758,2022-04-14T18.52.37.758,0.402,0.061,-0.488,0.000
1649955157766,2022-04-14T18.52.37.766,0.410,0.244,-0.183,-0.244
1649955157777,2022-04-14T18.52.37.777,0.421,0.305,-0.122,-0.610
1649955157787,2022-04-14T18.52.37.787,0.431,0.549,-0.183,-1.037
1649955157797,2022-04-14T18.52.37.797,0.441,0.488,-0.427,-1.220
1649955157807,2022-04-14T18.52.37.807,0.451,0.183,-0.610,-1.280
1649955157818,2022-04-14T18.52.37.818,0.462,-0.610,-0.793,-1.159
1649955157828,2022-04-14T18.52.37.828,0.472,-1.402,-1.402,-0.915
1649955157837,2022-04-14T18.52.37.837,0.481,-1.707,-1.585,-0.732
1649955157847,2022-04-14T18.52.37.847,0.491,-1.341,-1.341,-0.427
1649955157857,2022-04-14T18.52.37.857,0.501,-0.915,-1.159,-0.061
1649955157867,2022-04-14T18.52.37.867,0.511,-0.732,-0.915,0.122
1649955157878,2022-04-14T18.52.37.878,0.522,-0.488,-0.610,0.122
1649955157888,2022-04-14T18.52.37.888,0.532,0.000,-0.244,0.061
1649955157898,2022-04-14T18.52.37.898,0.542,0.488,0.122,-0.122
1649955157907,2022-04-14T18.52.37.907,0.551,0.610,0.183,-0.305
1649955157917,2022-04-14T18.52.37.917,0.561,0.610,-0.061,-0.549
1649955157927,2022-04-14T18.52.37.927,0.571,0.183,-0.061,-0.671
1649955157938,2022-04-14T18.52.37.938,0.582,-0.549,-0.122,-0.732
1649955157948,2022-04-14T18.52.37.948,0.592,-1.159,-0.671,-0.732
1649955157958,2022-04-14T18.52.37.958,0.602,-1.220,-1.220,-0.671
1649955157968,2022-04-14T18.52.37.968,0.612,-0.976,-1.159,-0.488
1649955157977,2022-04-14T18.52.37.977,0.621,-0.549,-0.915,-0.427
1649955157988,2022-04-14T18.52.37.988,0.632,-0.366,-0.915,-0.244
1649955157998,2022-04-14T18.52.37.998,0.642,-0.305,-0.976,-0.183
1649955158008,2022-04-14T18.52.38.008,0.652,0.061,-0.793,-0.244
1649955158018,2022-04-14T18.52.38.018,0.662,0.488,-0.671,-0.305
1649955158029,2022-04-14T18.52.38.029,0.673,0.427,-0.732,-0.427
1649955158039,2022-04-14T18.52.38.039,0.683,-0.061,-0.610,-0.610
1649955158048,2022-04-14T18.52.38.048,0.692,-0.366,-0.488,-0.732
1649955158058,2022-04-14T18.52.38.058,0.702,-0.488,-0.366,-0.793
1649955158068,2022-04-14T18.52.38.068,0.712,-0.549,-0.305,-0.854
1649955158078,2022-04-14T18.52.38.078,0.722,-0.793,-0.183,-0.732
1649955158089,2022-04-14T18.52.38.089,0.733,-0.671,-0.244,-0.610
1649955158099,2022-04-14T18.52.38.099,0.743,-0.610,-0.488,-0.549
1649955158108,2022-04-14T18.52.38.108,0.752,-0.366,-0.488,-0.366
1649955158118,2022-04-14T18.52.38.118,0.762,0.000,-0.488,-0.122
1649955158128,2022-04-14T18.52.38.128,0.772,0.183,-0.549,0.000
1649955158138,2022-04-14T18.52.38.138,0.782,0.061,-0.427,0.000
1649955158149,2022-04-14T18.52.38.149,0.793,-0.183,-0.610,0.061
1649955158159,2022-04-14T18.52.38.159,0.803,-0.427,-0.793,-0.061
1649955158169,2022-04-14T18.52.38.169,0.813,-0.488,-0.671,-0.244
1649955158178,2022-04-14T18.52.38.178,0.822,-0.793,-0.488,-0.305
1649955158188,2022-04-14T18.52.38.188,0.832,-1.098,-0.549,-0.366
1649955158198,2022-04-14T18.52.38.198,0.842,-0.976,-0.732,-0.244
1649955158209,2022-04-14T18.52.38.209,0.853,-0.366,-0.793,-0.244
1649955158219,2022-04-14T18.52.38.219,0.863,0.366,-0.793,-0.244
1649955158229,2022-04-14T18.52.38.229,0.873,0.610,-0.366,-0.244
1649955158239,2022-04-14T18.52.38.239,0.883,0.610,0.000,-0.305
1649955158248,2022-04-14T18.52.38.248,0.892,0.122,-0.244,-0.122
1649955158259,2022-04-14T18.52.38.259,0.903,-0.305,-0.244,0.000
1649955158269,2022-04-14T18.52.38.269,0.913,-0.610,-0.183,-0.061
1649955158279,2022-04-14T18.52.38.279,0.923,-0.732,-0.183,0.000
1649955158289,2022-04-14T18.52.38.289,0.933,-0.671,-0.305,-0.122
1649955158300,2022-04-14T18.52.38.300,0.944,-0.610,-0.305,-0.305
1649955158308,2022-04-14T18.52.38.308,0.952,-0.549,-0.122,-0.244
1649955158319,2022-04-14T18.52.38.319,0.963,-0.305,-0.183,-0.305
1649955158329,2022-04-14T18.52.38.329,0.973,0.000,-0.427,-0.488
1649955158339,2022-04-14T18.52.38.339,0.983,0.122,-0.427,-0.610
1649955158349,2022-04-14T18.52.38.349,0.993,0.061,-0.610,-0.610
1649955158360,2022-04-14T18.52.38.360,1.004,-0.549,-1.159,-0.610
1649955158370,2022-04-14T18.52.38.370,1.014,-0.976,-1.159,-0.671
1649955158379,2022-04-14T18.52.38.379,1.023,-0.671,-0.915,-0.732
1649955158389,2022-04-14T18.52.38.389,1.033,-0.122,-0.854,-0.671
1649955158399,2022-04-14T18.52.38.399,1.043,0.061,-0.793,-0.366
1649955158409,2022-04-14T18.52.38.409,1.053,-0.244,-0.610,0.000
1649955158420,2022-04-14T18.52.38.420,1.064,-0.488,-0.427,0.244
1649955158430,2022-04-14T18.52.38.430,1.074,-0.793,-0.549,0.366
1649955158440,2022-04-14T18.52.38.440,1.084,-1.037,-0.915,0.366
1649955158449,2022-04-14T18.52.38.449,1.093,-0.976,-0.854,0.244
1649955158459,2022-04-14T18.52.38.459,1.103,-0.610,-0.549,0.000
1649955158469,2022-04-14T18.52.38.469,1.113,-0.061,-0.122,-0.305
1649955158480,2022-04-14T18.52.38.480,1.124,0.366,0.000,-0.488
1649955158490,2022-04-14T18.52.38.490,1.134,0.549,-0.122,-0.793
1649955158500,2022-04-14T18.52.38.500,1.144,0.732,-0.244,-0.976
1649955158510,2022-04-14T18.52.38.510,1.154,0.671,-0.488,-1.037
1649955158519,2022-04-14T18.52.38.519,1.163,0.061,-0.915,-0.915
1649955158530,2022-04-14T18.52.38.530,1.174,-0.305,-1.341,-0.732
1649955158540,2022-04-14T18.52.38.540,1.184,-0.610,-1.524,-0.671
1649955158550,2022-04-14T18.52.38.550,1.194,-0.671,-1.341,-0.488
1649955158560,2022-04-14T18.52.38.560,1.204,-1.037,-1.159,-0.305
1649955158571,2022-04-14T18.52.38.571,1.215,-1.220,-0.793,-0.122
1649955158579,2022-04-14T18.52.38.579,1.223,-0.793,-0.488,-0.122
1649955158590,2022-04-14T18.52.38.590,1.234,0.000,-0.305,-0.244
1649955158600,2022-04-14T18.52.38.600,1.244,0.549,-0.305,-0.305
1649955158610,2022-04-14T18.52.38.610,1.254,0.732,-0.488,-0.427
1649955158620,2022-04-14T18.52.38.620,1.264,0.610,-0.793,-0.549
1649955158631,2022-04-14T18.52.38.631,1.275,0.244,-0.732,-0.610
1649955158641,2022-04-14T18.52.38.641,1.285,0.000,-0.671,-0.854
1649955158650,2022-04-14T18.52.38.650,1.294,-0.244,-0.610,-0.793
1649955158660,2022-04-14T18.52.38.660,1.304,-0.488,-0.549,-0.610
1649955158670,2022-04-14T18.52.38.670,1.314,-0.915,-0.366,-0.366
1649955158680,2022-04-14T18.52.38.680,1.324,-1.098,-0.427,-0.244
1649955158691,2022-04-14T18.52.38.691,1.335,-0.671,-0.610,-0.122
1649955158701,2022-04-14T18.52.38.701,1.345,-0.061,-0.671,0.000
