epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1649955157567,2022-04-14T18.52.37.567,0.000,-1.000,-0.216,-0.077
1649955157578,2022-04-14T18.52.37.578,0.011,-1.014,-0.213,-0.076
1649955157586,2022-04-14T18.52.37.586,0.019,-1.013,-0.209,-0.071
1649955157597,2022-04-14T18.52.37.597,0.030,-1.009,-0.208,-0.067
1649955157607,2022-04-14T18.52.37.607,0.040,-1.003,-0.209,-0.070
1649955157617,2022-04-14T18.52.37.617,0.050,-0.997,-0.209,-0.072
1649955157627,2022-04-14T18.52.37.627,0.060,-0.996,-0.211,-0.067
1649955157636,2022-04-14T18.52.37.636,0.069,-0.992,-0.216,-0.071
1649955157646,2022-04-14T18.52.37.646,0.079,-0.988,-0.214,-0.079
1649955157657,2022-04-14T18.52.37.657,0.090,-0.987,-0.215,-0.079
1649955157667,2022-04-14T18.52.37.667,0.100,-0.992,-0.217,-0.084
1649955157677,2022-04-14T18.52.37.677,0.110,-0.998,-0.216,-0.088
1649955157686,2022-04-14T18.52.37.686,0.119,-1.006,-0.216,-0.089
1649955157696,2022-04-14T18.52.37.696,0.129,-1.009,-0.214,-0.083
1649955157706,2022-04-14T18.52.37.706,0.139,-1.010,-0.211,-0.073
1649955157717,2022-04-14T18.52.37.717,0.150,-1.008,-0.211,-0.072
1649955157727,2022-04-14T18.52.37.727,0.160,-1.009,-0.213,-0.064
1649955157737,2022-04-14T18.52.37.737,0.170,-1.005,-0.217,-0.061
1649955157746,2022-04-14T18.52.37.746,0.179,-0.996,-0.219,-0.065
1649955157756,2022-04-14T18.52.37.756,0.189,-0.988,-0.222,-0.066
1649955157767,2022-04-14T18.52.37.767,0.200,-0.979,-0.222,-0.073
1649955157777,2022-04-14T18.52.37.777,0.210,-0.977,-0.226,-0.078
1649955157787,2022-04-14T18.52.37.787,0.220,-0.984,-0.221,-0.084
1649955157796,2022-04-14T18.52.37.796,0.229,-0.990,-0.217,-0.088
1649955157806,2022-04-14T18.52.37.806,0.239,-0.992,-0.216,-0.086
1649955157816,2022-04-14T18.52.37.816,0.249,-1.000,-0.213,-0.092
1649955157827,2022-04-14T18.52.37.827,0.260,-1.013,-0.210,-0.086
1649955157837,2022-04-14T18.52.37.837,0.270,-1.021,-0.211,-0.076
1649955157846,2022-04-14T18.52.37.846,0.279,-1.019,-0.213,-0.070
1649955157856,2022-04-14T18.52.37.856,0.289,-1.018,-0.207,-0.065
1649955157866,2022-04-14T18.52.37.866,0.299,-1.010,-0.203,-0.059
1649955157876,2022-04-14T18.52.37.876,0.309,-1.001,-0.207,-0.058
1649955157887,2022-04-14T18.52.37.887,0.320,-0.996,-0.209,-0.063
1649955157895,2022-04-14T18.52.37.895,0.328,-0.989,-0.214,-0.075
1649955157906,2022-04-14T18.52.37.906,0.339,-0.989,-0.215,-0.078
1649955157916,2022-04-14T18.52.37.916,0.349,-0.985,-0.216,-0.085
1649955157926,2022-04-14T18.52.37.926,0.359,-0.986,-0.217,-0.090
1649955157936,2022-04-14T18.52.37.936,0.369,-0.994,-0.221,-0.091
1649955157945,2022-04-14T18.52.37.945,0.378,-0.998,-0.221,-0.088
1649955157955,2022-04-14T18.52.37.955,0.388,-0.998,-0.217,-0.085
1649955157966,2022-04-14T18.52.37.966,0.399,-1.003,-0.218,-0.078
1649955157976,2022-04-14T18.52.37.976,0.409,-1.009,-0.220,-0.071
1649955157986,2022-04-14T18.52.37.986,0.419,-1.009,-0.215,-0.066
1649955157995,2022-04-14T18.52.37.995,0.428,-1.006,-0.214,-0.064
1649955158005,2022-04-14T18.52.38.005,0.438,-1.003,-0.212,-0.067
1649955158016,2022-04-14T18.52.38.016,0.449,-1.002,-0.214,-0.069
1649955158026,2022-04-14T18.52.38.026,0.459,-0.999,-0.220,-0.070
1649955158036,2022-04-14T18.52.38.036,0.469,-0.993,-0.220,-0.075
1649955158045,2022-04-14T18.52.38.045,0.478,-0.992,-0.215,-0.077
1649955158055,2022-04-14T18.52.38.055,0.488,-0.991,-0.212,-0.077
1649955158065,2022-04-14T18.52.38.065,0.498,-0.995,-0.214,-0.079
1649955158076,2022-04-14T18.52.38.076,0.509,-0.993,-0.214,-0.080
1649955158086,2022-04-14T18.52.38.086,0.519,-0.994,-0.215,-0.078
1649955158096,2022-04-14T18.52.38.096,0.529,-1.001,-0.217,-0.078
1649955158105,2022-04-14T18.52.38.105,0.538,-1.007,-0.210,-0.071
1649955158115,2022-04-14T18.52.38.115,0.548,-1.007,-0.203,-0.069
1649955158125,2022-04-14T18.52.38.125,0.558,-1.008,-0.204,-0.067
1649955158136,2022-04-14T18.52.38.136,0.569,-1.007,-0.213,-0.073
1649955158146,2022-04-14T18.52.38.146,0.579,-1.003,-0.218,-0.077
1649955158155,2022-04-14T18.52.38.155,0.588,-1.005,-0.220,-0.074
1649955158165,2022-04-14T18.52.38.165,0.598,-1.001,-0.217,-0.074
1649955158175,2022-04-14T18.52.38.175,0.608,-0.996,-0.214,-0.078
1649955158185,2022-04-14T18.52.38.185,0.618,-0.997,-0.214,-0.081
1649955158196,2022-04-14T18.52.38.196,0.629,-0.996,-0.216,-0.079
