epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1652711635206,2022-05-16T16.33.55.206,0.000,-0.970,-0.175,0.085
1652711635216,2022-05-16T16.33.55.216,0.010,-0.979,-0.184,0.090
1652711635226,2022-05-16T16.33.55.226,0.020,-0.980,-0.187,0.087
1652711635237,2022-05-16T16.33.55.237,0.031,-0.987,-0.197,0.097
1652711635247,2022-05-16T16.33.55.247,0.041,-0.989,-0.198,0.096
1652711635257,2022-05-16T16.33.55.257,0.051,-0.985,-0.190,0.083
1652711635267,2022-05-16T16.33.55.267,0.061,-0.979,-0.185,0.079
1652711635278,2022-05-16T16.33.55.278,0.072,-0.987,-0.179,0.091
1652711635288,2022-05-16T16.33.55.288,0.082,-0.983,-0.172,0.081
1652711635298,2022-05-16T16.33.55.298,0.092,-0.988,-0.171,0.082
1652711635308,2022-05-16T16.33.55.308,0.102,-0.995,-0.171,0.092
1652711635317,2022-05-16T16.33.55.317,0.111,-1.001,-0.166,0.097
1652711635328,2022-05-16T16.33.55.328,0.122,-1.001,-0.168,0.090
1652711635338,2022-05-16T16.33.55.338,0.132,-0.993,-0.170,0.087
1652711635348,2022-05-16T16.33.55.348,0.142,-0.989,-0.176,0.087
1652711635358,2022-05-16T16.33.55.358,0.152,-0.985,-0.175,0.089
1652711635369,2022-05-16T16.33.55.369,0.163,-0.984,-0.181,0.090
1652711635379,2022-05-16T16.33.55.379,0.173,-0.985,-0.185,0.086
1652711635389,2022-05-16T16.33.55.389,0.183,-0.983,-0.182,0.084
1652711635399,2022-05-16T16.33.55.399,0.193,-0.984,-0.180,0.082
1652711635410,2022-05-16T16.33.55.410,0.204,-0.987,-0.175,0.084
1652711635420,2022-05-16T16.33.55.420,0.214,-0.990,-0.171,0.083
1652711635430,2022-05-16T16.33.55.430,0.224,-0.994,-0.171,0.079
1652711635439,2022-05-16T16.33.55.439,0.233,-0.997,-0.168,0.087
1652711635449,2022-05-16T16.33.55.449,0.243,-0.994,-0.173,0.084
1652711635459,2022-05-16T16.33.55.459,0.253,-0.989,-0.178,0.082
1652711635470,2022-05-16T16.33.55.470,0.264,-0.990,-0.175,0.088
1652711635480,2022-05-16T16.33.55.480,0.274,-0.985,-0.180,0.088
1652711635490,2022-05-16T16.33.55.490,0.284,-0.982,-0.193,0.093
1652711635500,2022-05-16T16.33.55.500,0.294,-0.977,-0.193,0.090
1652711635511,2022-05-16T16.33.55.511,0.305,-0.974,-0.195,0.093
1652711635521,2022-05-16T16.33.55.521,0.315,-0.978,-0.194,0.100
1652711635531,2022-05-16T16.33.55.531,0.325,-0.982,-0.185,0.092
1652711635541,2022-05-16T16.33.55.541,0.335,-0.986,-0.176,0.089
1652711635552,2022-05-16T16.33.55.552,0.346,-0.995,-0.164,0.090
1652711635560,2022-05-16T16.33.55.560,0.354,-0.993,-0.163,0.081
1652711635571,2022-05-16T16.33.55.571,0.365,-0.988,-0.173,0.077
1652711635581,2022-05-16T16.33.55.581,0.375,-0.988,-0.182,0.081
1652711635591,2022-05-16T16.33.55.591,0.385,-0.991,-0.193,0.096
1652711635601,2022-05-16T16.33.55.601,0.395,-0.986,-0.196,0.095
1652711635612,2022-05-16T16.33.55.612,0.406,-0.983,-0.192,0.087
1652711635622,2022-05-16T16.33.55.622,0.416,-0.982,-0.187,0.086
1652711635632,2022-05-16T16.33.55.632,0.426,-0.981,-0.178,0.087
1652711635642,2022-05-16T16.33.55.642,0.436,-0.979,-0.179,0.087
