epoc (ms),timestamp (+0100),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1646413079598,2022-03-04T17.57.59.598,0.000,0.732,-1.220,-1.220
1646413079608,2022-03-04T17.57.59.608,0.010,0.671,-1.037,-0.732
1646413079617,2022-03-04T17.57.59.617,0.019,1.098,-0.244,-0.854
1646413079627,2022-03-04T17.57.59.627,0.029,1.585,0.427,-1.159
1646413079637,2022-03-04T17.57.59.637,0.039,-0.427,-1.159,-0.610
1646413079647,2022-03-04T17.57.59.647,0.049,-1.768,-1.463,-0.183
1646413079658,2022-03-04T17.57.59.658,0.060,0.244,-0.244,-0.610
1646413079668,2022-03-04T17.57.59.668,0.070,1.585,-0.671,-0.915
1646413079678,2022-03-04T17.57.59.678,0.080,1.159,-1.768,-0.610
1646413079687,2022-03-04T17.57.59.687,0.089,0.000,-0.183,-0.549
1646413079697,2022-03-04T17.57.59.697,0.099,-2.134,1.220,-0.122
1646413079707,2022-03-04T17.57.59.707,0.109,-3.780,0.793,0.549
1646413079718,2022-03-04T17.57.59.718,0.120,-2.805,0.549,0.366
1646413079728,2022-03-04T17.57.59.728,0.130,0.244,-0.305,-0.305
1646413079738,2022-03-04T17.57.59.738,0.140,2.134,-1.585,-0.549
1646413079747,2022-03-04T17.57.59.747,0.149,1.585,-1.585,-0.549
1646413079757,2022-03-04T17.57.59.757,0.159,-0.305,-0.183,-0.366
1646413079767,2022-03-04T17.57.59.767,0.169,-2.683,-0.122,0.122
1646413079778,2022-03-04T17.57.59.778,0.180,-3.354,-0.610,0.549
1646413079788,2022-03-04T17.57.59.788,0.190,-1.341,-0.122,0.183
1646413079798,2022-03-04T17.57.59.798,0.200,1.585,-0.244,-0.305
1646413079808,2022-03-04T17.57.59.808,0.210,2.378,-0.671,-0.427
1646413079817,2022-03-04T17.57.59.817,0.219,0.976,-1.159,-0.183
1646413079828,2022-03-04T17.57.59.828,0.230,-1.220,-0.488,-0.061
1646413079838,2022-03-04T17.57.59.838,0.240,-3.415,0.061,0.366
1646413079848,2022-03-04T17.57.59.848,0.250,-3.841,0.671,0.488
1646413079858,2022-03-04T17.57.59.858,0.260,-1.646,1.463,-0.061
1646413079869,2022-03-04T17.57.59.869,0.271,0.122,-0.793,-0.122
1646413079877,2022-03-04T17.57.59.877,0.279,0.793,-0.976,-0.244
1646413079888,2022-03-04T17.57.59.888,0.290,-0.793,1.524,-0.122
1646413079898,2022-03-04T17.57.59.898,0.300,-5.366,1.951,0.854
1646413079908,2022-03-04T17.57.59.908,0.310,-7.561,1.159,1.463
1646413079918,2022-03-04T17.57.59.918,0.320,-3.902,0.610,0.793
1646413079929,2022-03-04T17.57.59.929,0.331,1.768,-0.671,-0.305
1646413079939,2022-03-04T17.57.59.939,0.341,4.451,-2.683,-0.549
1646413079948,2022-03-04T17.57.59.948,0.350,3.963,-2.500,-0.488
1646413079958,2022-03-04T17.57.59.958,0.360,1.280,-0.732,-0.122
1646413079968,2022-03-04T17.57.59.968,0.370,-2.134,0.427,0.305
1646413079978,2022-03-04T17.57.59.978,0.380,-3.293,0.671,0.671
1646413079989,2022-03-04T17.57.59.989,0.391,-2.500,1.098,0.488
1646413079999,2022-03-04T17.57.59.999,0.401,-1.220,0.427,0.061
1646413080009,2022-03-04T17.58.00.009,0.411,-0.305,-1.159,0.000
1646413080018,2022-03-04T17.58.00.018,0.420,0.854,-1.159,-0.305
1646413080028,2022-03-04T17.58.00.028,0.430,1.220,0.061,-0.610
1646413080038,2022-03-04T17.58.00.038,0.440,-1.524,0.732,-0.122
1646413080049,2022-03-04T17.58.00.049,0.451,-4.634,0.061,0.732
1646413080059,2022-03-04T17.58.00.059,0.461,-4.329,0.244,0.671
1646413080069,2022-03-04T17.58.00.069,0.471,-2.073,0.610,0.244
1646413080078,2022-03-04T17.58.00.078,0.480,-0.671,-0.610,0.244
1646413080088,2022-03-04T17.58.00.088,0.490,1.220,-0.793,0.000
1646413080099,2022-03-04T17.58.00.099,0.501,2.561,-0.366,-0.488
1646413080109,2022-03-04T17.58.00.109,0.511,1.402,-1.220,-0.122
1646413080119,2022-03-04T17.58.00.119,0.521,-0.549,-0.915,0.366
1646413080129,2022-03-04T17.58.00.129,0.531,-1.646,0.244,0.488
1646413080140,2022-03-04T17.58.00.140,0.542,-1.707,-0.488,0.488
