epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1650903187387,2022-04-25T18.13.07.387,0.000,0.817,-0.546,-0.182
1650903187397,2022-04-25T18.13.07.397,0.010,0.827,-0.543,-0.186
1650903187407,2022-04-25T18.13.07.407,0.020,0.824,-0.534,-0.181
1650903187417,2022-04-25T18.13.07.417,0.030,0.824,-0.526,-0.180
1650903187426,2022-04-25T18.13.07.426,0.039,0.823,-0.521,-0.185
1650903187437,2022-04-25T18.13.07.437,0.050,0.823,-0.518,-0.188
1650903187447,2022-04-25T18.13.07.447,0.060,0.824,-0.516,-0.185
1650903187457,2022-04-25T18.13.07.457,0.070,0.827,-0.513,-0.188
1650903187467,2022-04-25T18.13.07.467,0.080,0.829,-0.516,-0.186
1650903187478,2022-04-25T18.13.07.478,0.091,0.833,-0.517,-0.185
1650903187488,2022-04-25T18.13.07.488,0.101,0.833,-0.519,-0.188
1650903187497,2022-04-25T18.13.07.497,0.110,0.834,-0.521,-0.192
1650903187507,2022-04-25T18.13.07.507,0.120,0.833,-0.526,-0.194
1650903187517,2022-04-25T18.13.07.517,0.130,0.834,-0.525,-0.195
1650903187527,2022-04-25T18.13.07.527,0.140,0.832,-0.526,-0.192
1650903187538,2022-04-25T18.13.07.538,0.151,0.832,-0.529,-0.186
1650903187548,2022-04-25T18.13.07.548,0.161,0.830,-0.532,-0.183
1650903187557,2022-04-25T18.13.07.557,0.170,0.827,-0.531,-0.186
1650903187567,2022-04-25T18.13.07.567,0.180,0.827,-0.530,-0.188
1650903187577,2022-04-25T18.13.07.577,0.190,0.821,-0.535,-0.188
1650903187587,2022-04-25T18.13.07.587,0.200,0.817,-0.537,-0.193
1650903187598,2022-04-25T18.13.07.598,0.211,0.817,-0.540,-0.195
1650903187608,2022-04-25T18.13.07.608,0.221,0.815,-0.544,-0.194
1650903187618,2022-04-25T18.13.07.618,0.231,0.819,-0.545,-0.192
1650903187627,2022-04-25T18.13.07.627,0.240,0.824,-0.547,-0.193
1650903187637,2022-04-25T18.13.07.637,0.250,0.829,-0.545,-0.195
1650903187647,2022-04-25T18.13.07.647,0.260,0.827,-0.544,-0.195
1650903187658,2022-04-25T18.13.07.658,0.271,0.822,-0.545,-0.192
1650903187668,2022-04-25T18.13.07.668,0.281,0.820,-0.542,-0.190
1650903187678,2022-04-25T18.13.07.678,0.291,0.822,-0.540,-0.189
1650903187687,2022-04-25T18.13.07.687,0.300,0.823,-0.540,-0.187
1650903187697,2022-04-25T18.13.07.697,0.310,0.822,-0.540,-0.189
1650903187707,2022-04-25T18.13.07.707,0.320,0.823,-0.537,-0.188
1650903187718,2022-04-25T18.13.07.718,0.331,0.822,-0.534,-0.189
1650903187728,2022-04-25T18.13.07.728,0.341,0.824,-0.527,-0.194
1650903187738,2022-04-25T18.13.07.738,0.351,0.823,-0.525,-0.194
1650903187749,2022-04-25T18.13.07.749,0.362,0.826,-0.524,-0.190
1650903187757,2022-04-25T18.13.07.757,0.370,0.829,-0.525,-0.193
1650903187768,2022-04-25T18.13.07.768,0.381,0.835,-0.526,-0.192
1650903187778,2022-04-25T18.13.07.778,0.391,0.835,-0.533,-0.187
1650903187788,2022-04-25T18.13.07.788,0.401,0.833,-0.534,-0.183
1650903187798,2022-04-25T18.13.07.798,0.411,0.830,-0.533,-0.180
1650903187809,2022-04-25T18.13.07.809,0.422,0.827,-0.531,-0.180
1650903187819,2022-04-25T18.13.07.819,0.432,0.824,-0.532,-0.184
1650903187828,2022-04-25T18.13.07.828,0.441,0.823,-0.530,-0.186
1650903187838,2022-04-25T18.13.07.838,0.451,0.819,-0.529,-0.185
1650903187848,2022-04-25T18.13.07.848,0.461,0.819,-0.525,-0.185
1650903187858,2022-04-25T18.13.07.858,0.471,0.818,-0.528,-0.188
1650903187869,2022-04-25T18.13.07.869,0.482,0.820,-0.528,-0.191
1650903187879,2022-04-25T18.13.07.879,0.492,0.824,-0.529,-0.193
1650903187889,2022-04-25T18.13.07.889,0.502,0.823,-0.531,-0.192
1650903187898,2022-04-25T18.13.07.898,0.511,0.825,-0.529,-0.191
1650903187908,2022-04-25T18.13.07.908,0.521,0.828,-0.533,-0.191
1650903187918,2022-04-25T18.13.07.918,0.531,0.825,-0.535,-0.188
1650903187929,2022-04-25T18.13.07.929,0.542,0.832,-0.532,-0.193
1650903187939,2022-04-25T18.13.07.939,0.552,0.834,-0.529,-0.191
1650903187949,2022-04-25T18.13.07.949,0.562,0.835,-0.532,-0.189
1650903187958,2022-04-25T18.13.07.958,0.571,0.833,-0.535,-0.188
1650903187968,2022-04-25T18.13.07.968,0.581,0.832,-0.536,-0.185
1650903187978,2022-04-25T18.13.07.978,0.591,0.834,-0.537,-0.182
1650903187989,2022-04-25T18.13.07.989,0.602,0.830,-0.532,-0.181
1650903187999,2022-04-25T18.13.07.999,0.612,0.824,-0.530,-0.186
1650903188009,2022-04-25T18.13.08.009,0.622,0.818,-0.528,-0.190
1650903188020,2022-04-25T18.13.08.020,0.633,0.813,-0.530,-0.192
1650903188028,2022-04-25T18.13.08.028,0.641,0.818,-0.526,-0.189
1650903188039,2022-04-25T18.13.08.039,0.652,0.820,-0.527,-0.189
1650903188049,2022-04-25T18.13.08.049,0.662,0.825,-0.531,-0.191
